fk5;circle(257.06,-41.08,0.4) # text=HESSJ1708-410
fk5;circle(173.054,-61.2088,0.35) # text=HOTJ1148-612
fk5;circle(275.774,-14.182,1) # text=HESSJ1825-137(b)
fk5;circle(248.04,-47.82,1) # text=HESSJ1632-478
fk5;circle(167.965,-60.5302,0.35) # text=HOTJ1117-605
fk5;circle(201.367,-43.0192,0.35) # text=CenA
fk5;circle(215.05,-60.7589,0.45) # text=HESSJ1420-607
fk5;circle(216.967,-60.85,0.35) # text=HESSJ1427-608
fk5;circle(271.98,-20.2227,0.7) # text=HESSJ1809-193(a)
fk5;circle(269.611,-26.8022,0.35) # text=HOTJ1787-268
fk5;circle(278.722,-5.8005,0.35) # text=HOTJ1852-058
fk5;circle(225.522,-59.14,0.65) # text=HESSJ1502-591
fk5;circle(258.388,-39.7622,0.95) # text=RXJ1713.7-3946
fk5;circle(277.181,-15.7806,0.35) # text=HOTJ1843-157
fk5;circle(249.721,-47.63,0.35) # text=HESSJ1658-476
fk5;circle(252.829,-44.4688,0.35) # text=HOTJ1676-444
fk5;circle(246.018,-49.6649,0.4) # text=HOTJ1636-496
fk5;circle(245.169,-50.7868,0.35) # text=HOTJ1631-507
fk5;circle(279.69,-6.389,0.95) # text=HESSJ1838-064
fk5;circle(277.253,-10.0197,0.35) # text=HESSJ1829-100
fk5;circle(267.988,-26.3721,0.35) # text=HOTJ1777-263
fk5;circle(281.615,-2.9675,0.4) # text=HESSJ1846-029
fk5;circle(246.585,-49.0772,0.6) # text=HESSJ1626-491
fk5;circle(266.39,-29.0338,0.6) # text=GC(d)
fk5;circle(118.426,-25.6235,0.35) # text=HOTJ0780-256
fk5;circle(273.309,-12.9949,0.35) # text=HOTJ1819-129
fk5;circle(198.353,-64.8271,0.35) # text=HOTJ1320-648
fk5;circle(225.501,-42.0252,0.35) # text=SN1006SW
fk5;circle(160.929,-59.85,0.55) # text=HOTJ1065-598
fk5;circle(270.74,-22.6991,0.6) # text=HOTJ1804-226
fk5;circle(167.916,-61.1678,0.35) # text=HOTJ1117-611
fk5;circle(224.942,-60.8374,0.65) # text=HESSJ1458-610
fk5;circle(271.13,-21.7,0.95) # text=HESSJ1804-216
fk5;circle(226,-58.86,0.65) # text=HESSJ1504-589
fk5;circle(287.084,6.25167,0.85) # text=HESSJ1908+063
fk5;circle(263.191,-38.2742,0.35) # text=HOTJ1749-382
fk5;circle(259.487,-37.431,0.4) # text=HESSJ1717-374-new
fk5;circle(253.142,-40.4524,0.35) # text=HOTJ1678-404
fk5;circle(285.219,4.03732,0.35) # text=HOTJ1901+040
fk5;circle(275.079,-16.1477,0.35) # text=HOTJ1830-161
fk5;circle(268.602,-30.9363,0.35) # text=HOTJ1781-309
fk5;circle(282.228,-0.0269444,0.55) # text=HESSJ1849-000
fk5;circle(226.74,-62.32,0.55) # text=HESSJ1507-622
fk5;circle(285.85,5.69,0.55) # text=HESSJ1905+056
fk5;circle(225.855,-58.26,0.45) # text=HESSJ1503-582
fk5;circle(268.536,-30.0225,0.35) # text=HOTJ1781-300
fk5;circle(283.401,-0.669501,0.35) # text=HOTJ1880-006
fk5;circle(256.834,-40.5177,0.35) # text=HOTJ1711-405
fk5;circle(266.102,-29.5015,0.85) # text=GC(e)
fk5;circle(261.838,-36.381,0.35) # text=HOTJ1741-363
fk5;circle(278.43,-7.15,0.5) # text=HESSJ1833-072
fk5;circle(281.59,-2.16,0.45) # text=HESSJ1869-021
fk5;circle(283.074,0.0677778,0.65) # text=HESSJ1852+000
fk5;circle(293.867,20.3769,0.35) # text=HOTJ1953+203
fk5;circle(298.035,29.3883,0.35) # text=HOTJ1978+293
fk5;circle(196.875,-65.4196,0.5) # text=HOTJ1311-654
fk5;circle(270.103,-23.9799,0.75) # text=HESSJ1800-240
fk5;circle(274.467,-12.5554,0.35) # text=HOTJ1826-125
fk5;circle(282.44,-2.43,0.45) # text=HESSJ1874-024
fk5;circle(278.69,-8.76,0.85) # text=HESSJ1834-087
fk5;circle(253.704,-39.8052,0.35) # text=HOTJ1682-398
fk5;circle(229.223,-60.076,0.75) # text=HESSJ1517-601
fk5;circle(279.991,-5.57961,1.2) # text=HESSJ1841-055
fk5;circle(308.063,43.1229,0.35) # text=HOTJ2048+431
fk5;circle(258.4,-38.87,0.55) # text=HESSJ1713-389
fk5;circle(258.49,-38.2,0.45) # text=HESSJ1713-381
fk5;circle(276.538,-13.0292,0.4) # text=HESSJ1826-130
fk5;circle(233.67,-57.1833,0.4) # text=HESSJ1534-571
fk5;circle(171.716,-62.8975,0.4) # text=HESSJ1126-628
fk5;circle(282.111,-1.81,0.4) # text=HESSJ1848-018
fk5;circle(273.4,-17.84,0.4) # text=HESSJ1813-178
fk5;circle(257.127,-44.2117,0.4) # text=HESSJ1708-442
fk5;circle(266.26,-30.37,0.4) # text=HESSJ1745-303
fk5;circle(270.426,-23.335,0.4) # text=HESSJ1801-233
fk5;circle(266.847,-28.1517,0.4) # text=HESSJ1747-281
fk5;circle(262.979,-34.71,0.4) # text=HESSJ1731-347
fk5;circle(292.679,18.6192,0.4) # text=HESSJ1930+186
fk5;circle(213.112,-61.7903,0.4) # text=HESSJ1412-617
fk5;circle(238.326,-53.1386,0.4) # text=HESSJ1552-530
fk5;circle(258.568,-38.5336,0.4) # text=HESSJ1714-385
fk5;circle(276.562,-14.825,0.4) # text=HESSJ1826-148
fk5;circle(225.443,-60.8289,0.4) # text=HESSJ1501-608
fk5;circle(265.429,-30.2931,0.4) # text=HESSJ1741-302
fk5;circle(228.529,-59.1575,0.4) # text=HESSJ1514-591
fk5;circle(3.48292,-18.9017,0.4) # text=SHBLJ001355.9-185406
fk5;circle(224.549,-59.5014,0.4) # text=HESSJ1458-595
fk5;circle(279.41,-6.95,0.4) # text=HESSJ1837-069
fk5;circle(57.3467,-11.9908,0.4) # text=HESSJ0349-119
fk5;circle(166.419,-60.6356,0.4) # text=HESSJ1105-606
fk5;circle(220.988,-39.1443,0.4) # text=PKS1440-389
fk5;circle(195.752,-63.1986,0.4) # text=HESSJ1303-631
fk5;circle(270.11,-24.039,0.4) # text=HESSJ1800-240B
fk5;circle(269.715,-24.052,0.4) # text=HESSJ1800-240C
fk5;circle(270.491,-23.962,0.4) # text=HESSJ1800-240A
fk5;circle(274.675,-15.5694,0.4) # text=HESSJ1818-155
fk5;circle(38.2025,20.2881,0.4) # text=HESSJ0232+202
fk5;circle(253.615,-39.5083,0.4) # text=HESSJ1654-396
fk5;circle(268.571,-25.7406,0.4) # text=HESSJ1754-257
fk5;circle(280.96,-3.36,0.4) # text=HESSJ1843-033
fk5;circle(220.588,-62.3761,0.4) # text=HESSJ1442-623
fk5;circle(283.663,1.15944,0.4) # text=HESSJ1854+011
fk5;circle(155.825,-57.7639,0.4) # text=HESSJ1023-575
fk5;circle(255.69,-42.07,0.45) # text=HESSJ1702-420
fk5;circle(295.979,21.3022,0.4) # text=HESSJ1943+213
fk5;circle(238.93,11.19,0.4) # text=HESSJ1555+111
fk5;circle(284.045,1.2225,0.4) # text=HESSJ1856+012
fk5;circle(288.2,10.12,0.416667) # text=HESSJ1912+101
